name	string_name	string_detail	template_name	type	unique	required_level	required_skill	creation_objvars	charges	tier	value	scripts	version	can_reverse_engineer	comments
item_npe_junk_dirty_cloth_01_01	Cloth Swatches	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/cloth_box_generic.iff							1	37	object.autostack		1	npe junk loot
item_npe_junk_complex_module_01_01	Electronics Module	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/elect_module_complex_generic.iff							1	40	object.autostack		1	npe junk loot
item_npe_junk_copper_battery_01_01	Platinite Copper Battery	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/copper_battery_generic.iff							1	45	object.autostack		1	npe junk loot
item_npe_junk_blank_datadisk_01_01	Datadisk	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/datadisk_generic.iff							1	49	object.autostack		1	npe junk loot
item_npe_junk_decryptor_01_01	Decryptor	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/decryptor_generic.iff							1	32	object.autostack		1	npe junk loot
item_npe_junk_worklight_01_01	Worklight	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/worklight_generic.iff							1	34	object.autostack		1	npe junk loot
item_npe_junk_enigmatic_circuit_01_01	Circuitry	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/engineer_analysis_board_generic.iff							1	37	object.autostack		1	npe junk loot
item_npe_junk_frequency_jammer_01_01	Frequency Jamming Wired	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/frequency_jammer_wire_generic.iff							1	40	object.autostack		1	npe junk loot
item_npe_junk_bookchip_01_01	Propaganda Bookchip	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/handheld_viewscreen_1_generic.iff							1	45	object.autostack		1	npe junk loot
item_npe_junk_palm_diary_01_01	Palm Diary	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/ledger_generic.iff							1	49	object.autostack		1	npe junk loot
item_npe_junk_imitation_pearl_01_01	Imitation Krayt Dragon Pearl	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/pearl_generic.iff							1	45	object.autostack		1	npe junk loot
item_npe_junk_droid_circuitry_01_01	Droid Memory Module	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/elect_module_simple_generic.iff							1	49	object.autostack		1	npe junk loot
item_npe_schematic_meat_jerky_01_01	Meat Jerky Recipe	This schematic contains a recipe that allows artisans to make meat jerky.	object/tangible/loot/npc_loot/datapad_generic.iff							1		item.special.nomove,item.loot_schematic.loot_schematic		1	npe food schematic
item_npe_hunting_necklace_01_01	Hunting Necklace	A necklace crafted of bone.	object/tangible/wearables/necklace/necklace_s01.iff							1	250	item.special.nomove		1	
item_npe_inaldras_bracelet_01_01	Inaldra's Bracelet	This bracelet offers a small amount of protection versus melee attacks.	object/tangible/wearables/bracelet/bracelet_s04_r.iff							1	250	item.special.nomove		1	
item_npe_smooth_slitherhorn_01_01	Smooth Slitherhorn	A slitherhorn capable of producing exceptionally smooth tones.	object/tangible/instrument/slitherhorn.iff							1	250	item.special.nomove		1	
weapon_pistol_04_01	Modified Scout Blaster	A Scout Blaster that looks like it has been tampered with to improve the damage capabilities.	object/weapon/ranged/pistol/pistol_scout_blaster_npe.iff	weapon		13				4	400			1	
weapon_rifle_04_01	Modified SG-82	A SG-82 that looks like it has been tampered with to improve the damage capabilities.	object/weapon/ranged/rifle/rifle_sg82_npe.iff	weapon		13				4	400			1	
weapon_carbine_04_01	Modified DH-17 Snubnose	A DH-17 Snubnose that looks like it has been tampered with to improve the damage capabilities.	object/weapon/ranged/carbine/carbine_dh17_snubnose_npe.iff	weapon		13				4	400			1	
weapon_polearm_04_01	Modified Lance	A Lance that looks like it has been tampered with to improve the damage capabilities.	object/weapon/melee/polearm/lance_controllerfp_npe.iff	weapon		13				4	400			1	
weapon_sword_1h_04_01	Modified Gaffi Stick	A Gaffi Stick that looks like it has been tampered with to improve the damage capabilities.	object/weapon/melee/baton/baton_gaderiffi_npe.iff	weapon		13				4	400			1	
weapon_sword_2h_04_01	Modified Cleaver	A Cleaver that looks like it has been tampered with to improve the damage capabilities.	object/weapon/melee/2h_sword/2h_sword_cleaver_npe.iff	weapon		13				4	400			1	
weapon_unarmed_04_01	Modified Vibroblade	A Vibroblade that looks like it has been tampered with to improve the damage capabilities.	object/weapon/melee/special/vibroknuckler_npe.iff	weapon		13				4	400			1	
item_npe_bandolier_rng_acc_01_01	Worn Soldier's Bandolier	This bandolier provides a bonus to your precision.	object/tangible/wearables/bandolier/bandolier_s05.iff			1				2	200	item.buff_worn_item		1	
item_npe_bandolier_pistol_acc_01_01	Worn Gunfighter's Bandolier	This bandolier provides a bonus to your precision.	object/tangible/wearables/bandolier/bandolier_s02.iff			1				2	200	item.buff_worn_item		1	
item_npe_bandolier_carbine_acc_01_01	Worn Carbine Specialist's Bandolier	This bandolier provides a bonus to your precision.	object/tangible/wearables/bandolier/bandolier_s03.iff			1				2	200	item.buff_worn_item		1	
item_npe_bandolier_rifle_acc_01_01	Worn Sharpshooter's Bandolier	This bandolier provides a bonus to your precision.	object/tangible/wearables/bandolier/bandolier_s04.iff			1				2	200	item.buff_worn_item		1	
item_npe_belt_melee_acc_01_01	Frayed Pit-Fighter's Belt	This belt provides a bonus to your strength.	object/tangible/wearables/belt/belt_s01.iff			1				2	200	item.buff_worn_item		1	
item_npe_belt_unarmed_acc_01_01	Frayed Teras Kasi Student's Belt	This belt provides a bonus to your strength.	object/tangible/wearables/belt/belt_s02.iff			1				2	200	item.buff_worn_item		1	
item_npe_belt_polearm_acc_01_01	Frayed Apprentice Pikeman's Belt	This belt provides a bonus to your strength.	object/tangible/wearables/belt/belt_s03.iff			1				2	200	item.buff_worn_item		1	
item_npe_belt_2h_acc_01_01	Frayed Heavy Swordsman's Belt	This belt provides a bonus to your strength.	object/tangible/wearables/belt/belt_s04.iff			1				2	200	item.buff_worn_item		1	
item_npe_belt_1h_acc_01_01	Frayed Swordsman Belt	This belt provides a bonus to your strength.	object/tangible/wearables/belt/belt_s04.iff			1				2	200	item.buff_worn_item		1	
item_npe_ring_rng_speed_01_01	Tarnished Soldier's Ring	This ring provides a bonus to your precision.	object/tangible/wearables/ring/ring_s01.iff			1				2	200	item.buff_worn_item		1	
item_npe_ring_pistol_speed_01_01	Tarnished Gunfighter's Ring	This ring provides a bonus to your precision.	object/tangible/wearables/ring/ring_s02.iff			1				2	200	item.buff_worn_item		1	
item_npe_ring_carbine_speed_01_01	Tarnished Carbine Specialist Ring	This ring provides a bonus to your precision.	object/tangible/wearables/ring/ring_s03.iff			1				2	200	item.buff_worn_item		1	
item_npe_ring_rifle_speed_01_01	Tarnished Sharpshooter Ring	This ring provides a bonus to your precision.	object/tangible/wearables/ring/ring_s04.iff			1				2	200	item.buff_worn_item		1	
item_npe_ring_melee_speed_01_01	Tarnished Brawling Champion Ring	This ring provides a bonus to strength.	object/tangible/wearables/ring/ring_s01.iff			1				2	200	item.buff_worn_item		1	
item_npe_ring_unarmed_speed_01_01	Tarnished Teras Kasi Student Ring	This ring provides a bonus to your strength.	object/tangible/wearables/ring/ring_s02.iff			1				2	200	item.buff_worn_item		1	
item_npe_ring_polearm_speed_01_01	Tarnished Polearm Specialist Ring	This ring provides a bonus to your strength.	object/tangible/wearables/ring/ring_s03.iff			1				2	200	item.buff_worn_item		1	
item_npe_ring_2h_speed_01_01	Tarnished Heavy Swordsman Ring	This ring provides a bonus to your strength.	object/tangible/wearables/ring/ring_s04.iff			1				2	200	item.buff_worn_item		1	
item_npe_ring_1h_speed_01_01	Tarnished Swordsman Ring	This ring provides a bonus to your strength.	object/tangible/wearables/ring/ring_s02.iff			1				2	200	item.buff_worn_item		1	
item_npe_bracelet_ter_neg_01_01	Warped Traveler's Bracelet	This item provides a bonus to your terrain negotiation skill.	object/tangible/wearables/bracelet/bracelet_s02_r.iff			1				2	200	item.buff_worn_item		1	
item_npe_bracelet_unarmed_damage_01_01	Warped Strongman's Bracer	This item increases your strength.	object/tangible/wearables/bracelet/bracelet_s03_r.iff			1				2	200	item.buff_worn_item		1	
item_npe_bracelet_melee_defense_01_01	Warped Brawler's Bracelet	This item increases your agility.	object/tangible/wearables/bracelet/bracelet_s04_r.iff			1				2	200	item.buff_worn_item		1	
item_npe_bracelet_rng_defense_01_01	Warped Soldier's Bracelet	This item increases your agility.	object/tangible/wearables/bracelet/bracelet_s06_r.iff			1				2	200	item.buff_worn_item	2	1	
item_npe_necklace_resists_01_01	Simple Bio-suppression Defense Necklace	This item increases your resistance to the ill effects of chemical warfare.	object/tangible/wearables/necklace/necklace_s02.iff			1				2	200	item.buff_worn_item		1	
item_npe_necklace_heal_eff_01_01	Simple Health Professional Necklace	This item increases your skill in healing.	object/tangible/wearables/necklace/necklace_s03.iff			1				2	200	item.buff_worn_item		1	
item_npe_junk_creature_brain_01_01	Brain	This item can be sold to a junk dealer.	object/tangible/loot/creature_loot/generic/generic_brain.iff							1	45	object.autostack		1	npe junk loot
item_npe_junk_creature_eye_01_01	Eye	This item can be sold to a junk dealer.	object/tangible/loot/creature_loot/generic/generic_eye.iff							1	49	object.autostack		1	npe junk loot
item_npe_junk_creature_heart_01_01	Heart	This item can be sold to a junk dealer.	object/tangible/loot/creature_loot/generic/generic_heart.iff							1	45	object.autostack		1	npe junk loot
item_npe_junk_chance_cube_01_01	Ritual Cube	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/chance_cube_8_generic.iff							1	49	object.autostack		1	npe junk loot
item_npe_junk_sacred_writings_01_01	Sacred Writings	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/scroll_generic.iff							1	45	object.autostack		1	
item_npe_junk_bowl_01_01	Simple Bowl	This item can be sold to a junk dealer.	object/tangible/loot/npc_loot/bowl_generic.iff							1	49	object.autostack		1	
item_force_sensitive_ring_01_02	Issued Force Sensitive Ring	This ring provides a bonus to your strength and constitution. 	object/tangible/wearables/ring/ring_s01.iff				force_sensitive			2	2500	item.special.nomove		1	
item_bounty_hunter_ring_01_02	Issued Bounty Hunter Ring	This ring provides a bonus to your precision and constitution. 	object/tangible/wearables/ring/ring_s02.iff				bounty_hunter			2	2500	item.special.nomove		1	
item_commando_ring_01_02	Issued Commando Ring	This ring provides a bonus to your precision and constitution. 	object/tangible/wearables/ring/ring_s03.iff				commando			2	2500	item.special.nomove		1	
item_officer_ring_01_02	Issued Officer Ring	This ring provides a bonus to your precision and constitution. 	object/tangible/wearables/ring/ring_s04.iff				officer			2	2500	item.special.nomove		1	
item_medic_ring_01_02	Issued Medic Ring	This ring provides a bonus to your precision and constitution. 	object/tangible/wearables/ring/ring_s01.iff				medic			2	2500	item.special.nomove		1	
item_spy_ring_01_02	Issued Spy Ring	This ring provides a bonus to your precision and constitution. 	object/tangible/wearables/ring/ring_s02.iff				spy			2	2500	item.special.nomove		1	
item_smuggler_ring_01_02	Issued Smuggler Ring	This ring provides a bonus to your precision and constitution. 	object/tangible/wearables/ring/ring_s03.iff				smuggler			2	2500	item.special.nomove		1	
item_entertainer_ring_01_02	Issued Entertainer Ring	This ring provides a bonus to your Dancing Enhancement and health. 	object/tangible/wearables/ring/ring_s04.iff				entertainer			2	2500	item.special.nomove		1	
